fid,name,left,top,right,bottom,id,Lat Grid,Lon Grid,Grid,Event Count
5515,Queens,,,,,,,,,
5516,Manhattan,,,,,,,,,
5517,statan Island,,,,,,,,,
5518,Bronx,,,,,,,,,
5519,Brooklyn,,,,,,,,,
2862,statan Island,-74.2558,40.5148,-74.2516,40.5106,199,4,0,Lat4Lon0,32
2856,statan Island,-74.2558,40.5106,-74.2516,40.5064,200,3,0,Lat3Lon0,17
2854,statan Island,-74.2558,40.5064,-74.2516,40.5022,201,2,0,Lat2Lon0,21
2859,statan Island,-74.2558,40.5022,-74.2516,40.498,202,1,0,Lat1Lon0,0
3455,statan Island,-74.2516,40.519,-74.2474,40.5148,300,5,1,Lat5Lon1,0
3453,statan Island,-74.2516,40.5148,-74.2474,40.5106,301,4,1,Lat4Lon1,28
3459,statan Island,-74.2516,40.5106,-74.2474,40.5064,302,3,1,Lat3Lon1,30
3457,statan Island,-74.2516,40.5064,-74.2474,40.5022,303,2,1,Lat2Lon1,24
3462,statan Island,-74.2516,40.5022,-74.2474,40.498,304,1,1,Lat1Lon1,0
3461,statan Island,-74.2516,40.498,-74.2474,40.4938,305,0,1,Lat0Lon1,2
1279,Queens,-73.966,40.7374,-73.9618,40.7332,7184,57,69,Lat57Lon69,0
1329,Queens,-73.9618,40.7416,-73.9576,40.7374,7285,58,70,Lat58Lon70,3.333333333
3552,statan Island,-74.2474,40.5484,-74.2432,40.5442,395,12,2,Lat12Lon2,0
3557,statan Island,-74.2474,40.5442,-74.2432,40.54,396,11,2,Lat11Lon2,1
3555,statan Island,-74.2474,40.54,-74.2432,40.5358,397,10,2,Lat10Lon2,0
3560,statan Island,-74.2474,40.5358,-74.2432,40.5316,398,9,2,Lat9Lon2,0
2564,statan Island,-74.2474,40.5232,-74.2432,40.519,401,6,2,Lat6Lon2,0
2566,statan Island,-74.2474,40.519,-74.2432,40.5148,402,5,2,Lat5Lon2,11
2565,statan Island,-74.2474,40.5148,-74.2432,40.5106,403,4,2,Lat4Lon2,44
2568,statan Island,-74.2474,40.5106,-74.2432,40.5064,404,3,2,Lat3Lon2,56
2567,statan Island,-74.2474,40.5064,-74.2432,40.5022,405,2,2,Lat2Lon2,16
2570,statan Island,-74.2474,40.5022,-74.2432,40.498,406,1,2,Lat1Lon2,31
2569,statan Island,-74.2474,40.498,-74.2432,40.4938,407,0,2,Lat0Lon2,0
2673,statan Island,-74.2432,40.5526,-74.239,40.5484,496,13,3,Lat13Lon3,0
2672,statan Island,-74.2432,40.5484,-74.239,40.5442,497,12,3,Lat12Lon3,0
2675,statan Island,-74.2432,40.5442,-74.239,40.54,498,11,3,Lat11Lon3,0
2674,statan Island,-74.2432,40.54,-74.239,40.5358,499,10,3,Lat10Lon3,0
2677,statan Island,-74.2432,40.5358,-74.239,40.5316,500,9,3,Lat9Lon3,2
2676,statan Island,-74.2432,40.5316,-74.239,40.5274,501,8,3,Lat8Lon3,76
2679,statan Island,-74.2432,40.5274,-74.239,40.5232,502,7,3,Lat7Lon3,0
2678,statan Island,-74.2432,40.5232,-74.239,40.519,503,6,3,Lat6Lon3,8
2662,statan Island,-74.2432,40.519,-74.239,40.5148,504,5,3,Lat5Lon3,17
2660,statan Island,-74.2432,40.5148,-74.239,40.5106,505,4,3,Lat4Lon3,19
2666,statan Island,-74.2432,40.5106,-74.239,40.5064,506,3,3,Lat3Lon3,24
2664,statan Island,-74.2432,40.5064,-74.239,40.5022,507,2,3,Lat2Lon3,20
2670,statan Island,-74.2432,40.5022,-74.239,40.498,508,1,3,Lat1Lon3,10
2668,statan Island,-74.2432,40.498,-74.239,40.4938,509,0,3,Lat0Lon3,1
3261,statan Island,-74.239,40.5526,-74.2348,40.5484,598,13,4,Lat13Lon4,0
3260,statan Island,-74.239,40.5484,-74.2348,40.5442,599,12,4,Lat12Lon4,0
3246,statan Island,-74.239,40.5442,-74.2348,40.54,600,11,4,Lat11Lon4,5
3244,statan Island,-74.239,40.54,-74.2348,40.5358,601,10,4,Lat10Lon4,20
3250,statan Island,-74.239,40.5358,-74.2348,40.5316,602,9,4,Lat9Lon4,6
3248,statan Island,-74.239,40.5316,-74.2348,40.5274,603,8,4,Lat8Lon4,0
3254,statan Island,-74.239,40.5274,-74.2348,40.5232,604,7,4,Lat7Lon4,1
3252,statan Island,-74.239,40.5232,-74.2348,40.519,605,6,4,Lat6Lon4,28
3258,statan Island,-74.239,40.519,-74.2348,40.5148,606,5,4,Lat5Lon4,30
3256,statan Island,-74.239,40.5148,-74.2348,40.5106,607,4,4,Lat4Lon4,37
3263,statan Island,-74.239,40.5106,-74.2348,40.5064,608,3,4,Lat3Lon4,28
3262,statan Island,-74.239,40.5064,-74.2348,40.5022,609,2,4,Lat2Lon4,16
3264,statan Island,-74.239,40.5022,-74.2348,40.498,610,1,4,Lat1Lon4,28
3347,statan Island,-74.2348,40.5568,-74.2306,40.5526,699,14,5,Lat14Lon5,0
3352,statan Island,-74.2348,40.5526,-74.2306,40.5484,700,13,5,Lat13Lon5,1
3350,statan Island,-74.2348,40.5484,-74.2306,40.5442,701,12,5,Lat12Lon5,0
3356,statan Island,-74.2348,40.5442,-74.2306,40.54,702,11,5,Lat11Lon5,0
3354,statan Island,-74.2348,40.54,-74.2306,40.5358,703,10,5,Lat10Lon5,8
3361,statan Island,-74.2348,40.5358,-74.2306,40.5316,704,9,5,Lat9Lon5,0
3360,statan Island,-74.2348,40.5316,-74.2306,40.5274,705,8,5,Lat8Lon5,0
3363,statan Island,-74.2348,40.5274,-74.2306,40.5232,706,7,5,Lat7Lon5,0
3362,statan Island,-74.2348,40.5232,-74.2306,40.519,707,6,5,Lat6Lon5,0
3365,statan Island,-74.2348,40.519,-74.2306,40.5148,708,5,5,Lat5Lon5,44
3364,statan Island,-74.2348,40.5148,-74.2306,40.5106,709,4,5,Lat4Lon5,15
3367,statan Island,-74.2348,40.5106,-74.2306,40.5064,710,3,5,Lat3Lon5,14
3366,statan Island,-74.2348,40.5064,-74.2306,40.5022,711,2,5,Lat2Lon5,4
3358,statan Island,-74.2348,40.5022,-74.2306,40.498,712,1,5,Lat1Lon5,9
9,Queens,-73.9156,40.7962,-73.9114,40.792,8394,71,81,Lat71Lon81,0
1724,Queens,-73.9114,40.7962,-73.9072,40.792,8496,71,82,Lat71Lon82,0
2958,statan Island,-74.2306,40.5568,-74.2264,40.5526,801,14,6,Lat14Lon6,0
2961,statan Island,-74.2306,40.5526,-74.2264,40.5484,802,13,6,Lat13Lon6,0
2960,statan Island,-74.2306,40.5484,-74.2264,40.5442,803,12,6,Lat12Lon6,15
2963,statan Island,-74.2306,40.5442,-74.2264,40.54,804,11,6,Lat11Lon6,0
2962,statan Island,-74.2306,40.54,-74.2264,40.5358,805,10,6,Lat10Lon6,0
2965,statan Island,-74.2306,40.5358,-74.2264,40.5316,806,9,6,Lat9Lon6,0
2964,statan Island,-74.2306,40.5316,-74.2264,40.5274,807,8,6,Lat8Lon6,0
2947,statan Island,-74.2306,40.5274,-74.2264,40.5232,808,7,6,Lat7Lon6,37
2945,statan Island,-74.2306,40.5232,-74.2264,40.519,809,6,6,Lat6Lon6,9
2951,statan Island,-74.2306,40.519,-74.2264,40.5148,810,5,6,Lat5Lon6,0
2949,statan Island,-74.2306,40.5148,-74.2264,40.5106,811,4,6,Lat4Lon6,0
2955,statan Island,-74.2306,40.5106,-74.2264,40.5064,812,3,6,Lat3Lon6,19
2953,statan Island,-74.2306,40.5064,-74.2264,40.5022,813,2,6,Lat2Lon6,7
2957,statan Island,-74.2306,40.5022,-74.2264,40.498,814,1,6,Lat1Lon6,0
3057,statan Island,-74.2264,40.5568,-74.2222,40.5526,903,14,7,Lat14Lon7,0
3043,statan Island,-74.2264,40.5526,-74.2222,40.5484,904,13,7,Lat13Lon7,0
3041,statan Island,-74.2264,40.5484,-74.2222,40.5442,905,12,7,Lat12Lon7,0
3047,statan Island,-74.2264,40.5442,-74.2222,40.54,906,11,7,Lat11Lon7,53
3045,statan Island,-74.2264,40.54,-74.2222,40.5358,907,10,7,Lat10Lon7,43
3051,statan Island,-74.2264,40.5358,-74.2222,40.5316,908,9,7,Lat9Lon7,1
3049,statan Island,-74.2264,40.5316,-74.2222,40.5274,909,8,7,Lat8Lon7,0
3055,statan Island,-74.2264,40.5274,-74.2222,40.5232,910,7,7,Lat7Lon7,6
3053,statan Island,-74.2264,40.5232,-74.2222,40.519,911,6,7,Lat6Lon7,0
3059,statan Island,-74.2264,40.519,-74.2222,40.5148,912,5,7,Lat5Lon7,0
3058,statan Island,-74.2264,40.5148,-74.2222,40.5106,913,4,7,Lat4Lon7,10
3061,statan Island,-74.2264,40.5106,-74.2222,40.5064,914,3,7,Lat3Lon7,11
3060,statan Island,-74.2264,40.5064,-74.2222,40.5022,915,2,7,Lat2Lon7,0
3062,statan Island,-74.2264,40.5022,-74.2222,40.498,916,1,7,Lat1Lon7,0
3135,statan Island,-74.2222,40.5568,-74.218,40.5526,1005,14,8,Lat14Lon8,0
3140,statan Island,-74.2222,40.5526,-74.218,40.5484,1006,13,8,Lat13Lon8,35
3138,statan Island,-74.2222,40.5484,-74.218,40.5442,1007,12,8,Lat12Lon8,48
3147,statan Island,-74.2222,40.5442,-74.218,40.54,1008,11,8,Lat11Lon8,22
3146,statan Island,-74.2222,40.54,-74.218,40.5358,1009,10,8,Lat10Lon8,36
3149,statan Island,-74.2222,40.5358,-74.218,40.5316,1010,9,8,Lat9Lon8,0
3148,statan Island,-74.2222,40.5316,-74.218,40.5274,1011,8,8,Lat8Lon8,12
3151,statan Island,-74.2222,40.5274,-74.218,40.5232,1012,7,8,Lat7Lon8,14
3150,statan Island,-74.2222,40.5232,-74.218,40.519,1013,6,8,Lat6Lon8,8
3153,statan Island,-74.2222,40.519,-74.218,40.5148,1014,5,8,Lat5Lon8,0
3152,statan Island,-74.2222,40.5148,-74.218,40.5106,1015,4,8,Lat4Lon8,0
3144,statan Island,-74.2222,40.5106,-74.218,40.5064,1016,3,8,Lat3Lon8,2
3142,statan Island,-74.2222,40.5064,-74.218,40.5022,1017,2,8,Lat2Lon8,0
2764,statan Island,-74.218,40.5568,-74.2138,40.5526,1107,14,9,Lat14Lon9,8
2766,statan Island,-74.218,40.5526,-74.2138,40.5484,1108,13,9,Lat13Lon9,51
2765,statan Island,-74.218,40.5484,-74.2138,40.5442,1109,12,9,Lat12Lon9,31
2768,statan Island,-74.218,40.5442,-74.2138,40.54,1110,11,9,Lat11Lon9,64
2767,statan Island,-74.218,40.54,-74.2138,40.5358,1111,10,9,Lat10Lon9,16
2750,statan Island,-74.218,40.5358,-74.2138,40.5316,1112,9,9,Lat9Lon9,12
2748,statan Island,-74.218,40.5316,-74.2138,40.5274,1113,8,9,Lat8Lon9,27
2754,statan Island,-74.218,40.5274,-74.2138,40.5232,1114,7,9,Lat7Lon9,17
2752,statan Island,-74.218,40.5232,-74.2138,40.519,1115,6,9,Lat6Lon9,38
2758,statan Island,-74.218,40.519,-74.2138,40.5148,1116,5,9,Lat5Lon9,0
2756,statan Island,-74.218,40.5148,-74.2138,40.5106,1117,4,9,Lat4Lon9,0
2762,statan Island,-74.218,40.5106,-74.2138,40.5064,1118,3,9,Lat3Lon9,0
2760,statan Island,-74.218,40.5064,-74.2138,40.5022,1119,2,9,Lat2Lon9,0
2853,statan Island,-74.2138,40.5652,-74.2096,40.561,1207,16,10,Lat16Lon10,0
2839,statan Island,-74.2138,40.561,-74.2096,40.5568,1208,15,10,Lat15Lon10,0
2837,statan Island,-74.2138,40.5568,-74.2096,40.5526,1209,14,10,Lat14Lon10,32
2843,statan Island,-74.2138,40.5526,-74.2096,40.5484,1210,13,10,Lat13Lon10,41
2841,statan Island,-74.2138,40.5484,-74.2096,40.5442,1211,12,10,Lat12Lon10,32
2847,statan Island,-74.2138,40.5442,-74.2096,40.54,1212,11,10,Lat11Lon10,9
2845,statan Island,-74.2138,40.54,-74.2096,40.5358,1213,10,10,Lat10Lon10,36
2851,statan Island,-74.2138,40.5358,-74.2096,40.5316,1214,9,10,Lat9Lon10,0
2849,statan Island,-74.2138,40.5316,-74.2096,40.5274,1215,8,10,Lat8Lon10,8
2857,statan Island,-74.2138,40.5274,-74.2096,40.5232,1216,7,10,Lat7Lon10,15
2855,statan Island,-74.2138,40.5232,-74.2096,40.519,1217,6,10,Lat6Lon10,26
2860,statan Island,-74.2138,40.519,-74.2096,40.5148,1218,5,10,Lat5Lon10,22
2858,statan Island,-74.2138,40.5148,-74.2096,40.5106,1219,4,10,Lat4Lon10,21
2861,statan Island,-74.2138,40.5106,-74.2096,40.5064,1220,3,10,Lat3Lon10,0
3429,statan Island,-74.2096,40.5862,-74.2054,40.582,1304,21,11,Lat21Lon11,0
3425,statan Island,-74.2096,40.582,-74.2054,40.5778,1305,20,11,Lat20Lon11,0
3434,statan Island,-74.2096,40.5778,-74.2054,40.5736,1306,19,11,Lat19Lon11,0
3432,statan Island,-74.2096,40.5736,-74.2054,40.5694,1307,18,11,Lat18Lon11,0
3438,statan Island,-74.2096,40.5694,-74.2054,40.5652,1308,17,11,Lat17Lon11,0
3436,statan Island,-74.2096,40.5652,-74.2054,40.561,1309,16,11,Lat16Lon11,0
3442,statan Island,-74.2096,40.561,-74.2054,40.5568,1310,15,11,Lat15Lon11,7
3440,statan Island,-74.2096,40.5568,-74.2054,40.5526,1311,14,11,Lat14Lon11,0
3450,statan Island,-74.2096,40.5526,-74.2054,40.5484,1312,13,11,Lat13Lon11,0
3449,statan Island,-74.2096,40.5484,-74.2054,40.5442,1313,12,11,Lat12Lon11,8
3452,statan Island,-74.2096,40.5442,-74.2054,40.54,1314,11,11,Lat11Lon11,69
3451,statan Island,-74.2096,40.54,-74.2054,40.5358,1315,10,11,Lat10Lon11,39
3456,statan Island,-74.2096,40.5358,-74.2054,40.5316,1316,9,11,Lat9Lon11,9
3454,statan Island,-74.2096,40.5316,-74.2054,40.5274,1317,8,11,Lat8Lon11,12
3460,statan Island,-74.2096,40.5274,-74.2054,40.5232,1318,7,11,Lat7Lon11,12
3458,statan Island,-74.2096,40.5232,-74.2054,40.519,1319,6,11,Lat6Lon11,18
3446,statan Island,-74.2096,40.519,-74.2054,40.5148,1320,5,11,Lat5Lon11,3
3444,statan Island,-74.2096,40.5148,-74.2054,40.5106,1321,4,11,Lat4Lon11,3
4714,Brooklyn,-74.0164,40.687,-74.0122,40.6828,5972,45,57,Lat45Lon57,0
3532,statan Island,-74.2054,40.6282,-74.2012,40.624,1396,31,12,Lat31Lon12,0
3531,statan Island,-74.2054,40.624,-74.2012,40.6198,1397,30,12,Lat30Lon12,0
3533,statan Island,-74.2054,40.6198,-74.2012,40.6156,1398,29,12,Lat29Lon12,0
3522,statan Island,-74.2054,40.5946,-74.2012,40.5904,1404,23,12,Lat23Lon12,0
3521,statan Island,-74.2054,40.5904,-74.2012,40.5862,1405,22,12,Lat22Lon12,12
3527,statan Island,-74.2054,40.5862,-74.2012,40.582,1406,21,12,Lat21Lon12,0
3525,statan Island,-74.2054,40.582,-74.2012,40.5778,1407,20,12,Lat20Lon12,0
3551,statan Island,-74.2054,40.5778,-74.2012,40.5736,1408,19,12,Lat19Lon12,0
3549,statan Island,-74.2054,40.5736,-74.2012,40.5694,1409,18,12,Lat18Lon12,0
3554,statan Island,-74.2054,40.5694,-74.2012,40.5652,1410,17,12,Lat17Lon12,0
3553,statan Island,-74.2054,40.5652,-74.2012,40.561,1411,16,12,Lat16Lon12,0
3558,statan Island,-74.2054,40.561,-74.2012,40.5568,1412,15,12,Lat15Lon12,0
3556,statan Island,-74.2054,40.5568,-74.2012,40.5526,1413,14,12,Lat14Lon12,78
3561,statan Island,-74.2054,40.5526,-74.2012,40.5484,1414,13,12,Lat13Lon12,0
3559,statan Island,-74.2054,40.5484,-74.2012,40.5442,1415,12,12,Lat12Lon12,0
3536,statan Island,-74.2054,40.5442,-74.2012,40.54,1416,11,12,Lat11Lon12,17
3534,statan Island,-74.2054,40.54,-74.2012,40.5358,1417,10,12,Lat10Lon12,15
3540,statan Island,-74.2054,40.5358,-74.2012,40.5316,1418,9,12,Lat9Lon12,27
3538,statan Island,-74.2054,40.5316,-74.2012,40.5274,1419,8,12,Lat8Lon12,30
3544,statan Island,-74.2054,40.5274,-74.2012,40.5232,1420,7,12,Lat7Lon12,16
3542,statan Island,-74.2054,40.5232,-74.2012,40.519,1421,6,12,Lat6Lon12,12
3548,statan Island,-74.2054,40.519,-74.2012,40.5148,1422,5,12,Lat5Lon12,27
3546,statan Island,-74.2054,40.5148,-74.2012,40.5106,1423,4,12,Lat4Lon12,5
5087,Brooklyn,-74.008,40.6912,-74.0038,40.687,6175,46,59,Lat46Lon59,0
5165,Brooklyn,-74.0038,40.7038,-73.9996,40.6996,6274,49,60,Lat49Lon60,0
5163,Brooklyn,-74.0038,40.6996,-73.9996,40.6954,6275,48,60,Lat48Lon60,0
5167,Brooklyn,-74.0038,40.6954,-73.9996,40.6912,6276,47,60,Lat47Lon60,14
5166,Brooklyn,-74.0038,40.6912,-73.9996,40.687,6277,46,60,Lat46Lon60,35
2614,statan Island,-74.2012,40.6366,-74.197,40.6324,1496,33,13,Lat33Lon13,13
2611,statan Island,-74.2012,40.6324,-74.197,40.6282,1497,32,13,Lat32Lon13,0
2618,statan Island,-74.2012,40.6282,-74.197,40.624,1498,31,13,Lat31Lon13,0
2616,statan Island,-74.2012,40.624,-74.197,40.6198,1499,30,13,Lat30Lon13,0
2621,statan Island,-74.2012,40.6198,-74.197,40.6156,1500,29,13,Lat29Lon13,0
2652,statan Island,-74.2012,40.5988,-74.197,40.5946,1505,24,13,Lat24Lon13,0
2655,statan Island,-74.2012,40.5946,-74.197,40.5904,1506,23,13,Lat23Lon13,0
2654,statan Island,-74.2012,40.5904,-74.197,40.5862,1507,22,13,Lat22Lon13,12
2657,statan Island,-74.2012,40.5862,-74.197,40.582,1508,21,13,Lat21Lon13,0
2656,statan Island,-74.2012,40.582,-74.197,40.5778,1509,20,13,Lat20Lon13,0
2659,statan Island,-74.2012,40.5778,-74.197,40.5736,1510,19,13,Lat19Lon13,0
2658,statan Island,-74.2012,40.5736,-74.197,40.5694,1511,18,13,Lat18Lon13,0
2639,statan Island,-74.2012,40.5694,-74.197,40.5652,1512,17,13,Lat17Lon13,0
2637,statan Island,-74.2012,40.5652,-74.197,40.561,1513,16,13,Lat16Lon13,0
2643,statan Island,-74.2012,40.561,-74.197,40.5568,1514,15,13,Lat15Lon13,55
2641,statan Island,-74.2012,40.5568,-74.197,40.5526,1515,14,13,Lat14Lon13,3
2647,statan Island,-74.2012,40.5526,-74.197,40.5484,1516,13,13,Lat13Lon13,30
2645,statan Island,-74.2012,40.5484,-74.197,40.5442,1517,12,13,Lat12Lon13,53
2651,statan Island,-74.2012,40.5442,-74.197,40.54,1518,11,13,Lat11Lon13,35
2649,statan Island,-74.2012,40.54,-74.197,40.5358,1519,10,13,Lat10Lon13,27
2663,statan Island,-74.2012,40.5358,-74.197,40.5316,1520,9,13,Lat9Lon13,15
2661,statan Island,-74.2012,40.5316,-74.197,40.5274,1521,8,13,Lat8Lon13,13
2667,statan Island,-74.2012,40.5274,-74.197,40.5232,1522,7,13,Lat7Lon13,12
2665,statan Island,-74.2012,40.5232,-74.197,40.519,1523,6,13,Lat6Lon13,42
2671,statan Island,-74.2012,40.519,-74.197,40.5148,1524,5,13,Lat5Lon13,0
2669,statan Island,-74.2012,40.5148,-74.197,40.5106,1525,4,13,Lat4Lon13,9
5201,Brooklyn,-73.9996,40.7038,-73.9954,40.6996,6376,49,61,Lat49Lon61,202.5
5199,Brooklyn,-73.9996,40.6996,-73.9954,40.6954,6377,48,61,Lat48Lon61,43
4970,Brooklyn,-73.9954,40.708,-73.9912,40.7038,6477,50,62,Lat50Lon62,0
4972,Brooklyn,-73.9954,40.7038,-73.9912,40.6996,6478,49,62,Lat49Lon62,92.5
3191,statan Island,-74.197,40.6408,-74.1928,40.6366,1597,34,14,Lat34Lon14,0
3195,statan Island,-74.197,40.6366,-74.1928,40.6324,1598,33,14,Lat33Lon14,0
3194,statan Island,-74.197,40.6324,-74.1928,40.6282,1599,32,14,Lat32Lon14,0
3229,statan Island,-74.197,40.6282,-74.1928,40.624,1600,31,14,Lat31Lon14,0
3227,statan Island,-74.197,40.624,-74.1928,40.6198,1601,30,14,Lat30Lon14,0
3231,statan Island,-74.197,40.6198,-74.1928,40.6156,1602,29,14,Lat29Lon14,0
3230,statan Island,-74.197,40.6156,-74.1928,40.6114,1603,28,14,Lat28Lon14,0
3233,statan Island,-74.197,40.6114,-74.1928,40.6072,1604,27,14,Lat27Lon14,0
3232,statan Island,-74.197,40.6072,-74.1928,40.603,1605,26,14,Lat26Lon14,0
3235,statan Island,-74.197,40.603,-74.1928,40.5988,1606,25,14,Lat25Lon14,2
3234,statan Island,-74.197,40.5988,-74.1928,40.5946,1607,24,14,Lat24Lon14,0
3213,statan Island,-74.197,40.5946,-74.1928,40.5904,1608,23,14,Lat23Lon14,0
3209,statan Island,-74.197,40.5904,-74.1928,40.5862,1609,22,14,Lat22Lon14,23
3218,statan Island,-74.197,40.5862,-74.1928,40.582,1610,21,14,Lat21Lon14,0
3216,statan Island,-74.197,40.582,-74.1928,40.5778,1611,20,14,Lat20Lon14,0
3222,statan Island,-74.197,40.5778,-74.1928,40.5736,1612,19,14,Lat19Lon14,0
3220,statan Island,-74.197,40.5736,-74.1928,40.5694,1613,18,14,Lat18Lon14,0
3226,statan Island,-74.197,40.5694,-74.1928,40.5652,1614,17,14,Lat17Lon14,2
3224,statan Island,-74.197,40.5652,-74.1928,40.561,1615,16,14,Lat16Lon14,0
3247,statan Island,-74.197,40.561,-74.1928,40.5568,1616,15,14,Lat15Lon14,0
3245,statan Island,-74.197,40.5568,-74.1928,40.5526,1617,14,14,Lat14Lon14,22
3251,statan Island,-74.197,40.5526,-74.1928,40.5484,1618,13,14,Lat13Lon14,8
3249,statan Island,-74.197,40.5484,-74.1928,40.5442,1619,12,14,Lat12Lon14,35
3255,statan Island,-74.197,40.5442,-74.1928,40.54,1620,11,14,Lat11Lon14,38
3253,statan Island,-74.197,40.54,-74.1928,40.5358,1621,10,14,Lat10Lon14,61
3259,statan Island,-74.197,40.5358,-74.1928,40.5316,1622,9,14,Lat9Lon14,40
3257,statan Island,-74.197,40.5316,-74.1928,40.5274,1623,8,14,Lat8Lon14,8
3238,statan Island,-74.197,40.5274,-74.1928,40.5232,1624,7,14,Lat7Lon14,0
3236,statan Island,-74.197,40.5232,-74.1928,40.519,1625,6,14,Lat6Lon14,6
3242,statan Island,-74.197,40.519,-74.1928,40.5148,1626,5,14,Lat5Lon14,59
3240,statan Island,-74.197,40.5148,-74.1928,40.5106,1627,4,14,Lat4Lon14,2
5045,Brooklyn,-73.9912,40.708,-73.987,40.7038,6579,50,63,Lat50Lon63,31
5359,Brooklyn,-73.987,40.708,-73.9828,40.7038,6681,50,64,Lat50Lon64,9
3323,statan Island,-74.1928,40.645,-74.1886,40.6408,1698,35,15,Lat35Lon15,0
3321,statan Island,-74.1928,40.6408,-74.1886,40.6366,1699,34,15,Lat34Lon15,0
3326,statan Island,-74.1928,40.6366,-74.1886,40.6324,1700,33,15,Lat33Lon15,0
3325,statan Island,-74.1928,40.6324,-74.1886,40.6282,1701,32,15,Lat32Lon15,0
3328,statan Island,-74.1928,40.6282,-74.1886,40.624,1702,31,15,Lat31Lon15,0
3327,statan Island,-74.1928,40.624,-74.1886,40.6198,1703,30,15,Lat30Lon15,0
3306,statan Island,-74.1928,40.6198,-74.1886,40.6156,1704,29,15,Lat29Lon15,0
3302,statan Island,-74.1928,40.6156,-74.1886,40.6114,1705,28,15,Lat28Lon15,0
3311,statan Island,-74.1928,40.6114,-74.1886,40.6072,1706,27,15,Lat27Lon15,0
3309,statan Island,-74.1928,40.6072,-74.1886,40.603,1707,26,15,Lat26Lon15,0
3315,statan Island,-74.1928,40.603,-74.1886,40.5988,1708,25,15,Lat25Lon15,0
3313,statan Island,-74.1928,40.5988,-74.1886,40.5946,1709,24,15,Lat24Lon15,3
3319,statan Island,-74.1928,40.5946,-74.1886,40.5904,1710,23,15,Lat23Lon15,20
3317,statan Island,-74.1928,40.5904,-74.1886,40.5862,1711,22,15,Lat22Lon15,27
3346,statan Island,-74.1928,40.5862,-74.1886,40.582,1712,21,15,Lat21Lon15,0
3344,statan Island,-74.1928,40.582,-74.1886,40.5778,1713,20,15,Lat20Lon15,0
3349,statan Island,-74.1928,40.5778,-74.1886,40.5736,1714,19,15,Lat19Lon15,55
3348,statan Island,-74.1928,40.5736,-74.1886,40.5694,1715,18,15,Lat18Lon15,0
3353,statan Island,-74.1928,40.5694,-74.1886,40.5652,1716,17,15,Lat17Lon15,0
3351,statan Island,-74.1928,40.5652,-74.1886,40.561,1717,16,15,Lat16Lon15,7
3357,statan Island,-74.1928,40.561,-74.1886,40.5568,1718,15,15,Lat15Lon15,0
3355,statan Island,-74.1928,40.5568,-74.1886,40.5526,1719,14,15,Lat14Lon15,0
3331,statan Island,-74.1928,40.5526,-74.1886,40.5484,1720,13,15,Lat13Lon15,28
3329,statan Island,-74.1928,40.5484,-74.1886,40.5442,1721,12,15,Lat12Lon15,17
3335,statan Island,-74.1928,40.5442,-74.1886,40.54,1722,11,15,Lat11Lon15,13
3333,statan Island,-74.1928,40.54,-74.1886,40.5358,1723,10,15,Lat10Lon15,27
3339,statan Island,-74.1928,40.5358,-74.1886,40.5316,1724,9,15,Lat9Lon15,35
3337,statan Island,-74.1928,40.5316,-74.1886,40.5274,1725,8,15,Lat8Lon15,18
3343,statan Island,-74.1928,40.5274,-74.1886,40.5232,1726,7,15,Lat7Lon15,0
3341,statan Island,-74.1928,40.5232,-74.1886,40.519,1727,6,15,Lat6Lon15,10
3359,statan Island,-74.1928,40.519,-74.1886,40.5148,1728,5,15,Lat5Lon15,0
5413,Brooklyn,-73.9828,40.708,-73.9786,40.7038,6783,50,65,Lat50Lon65,5.5
5485,Brooklyn,-73.9786,40.7122,-73.9744,40.708,6884,51,66,Lat51Lon66,0
5484,Brooklyn,-73.9786,40.708,-73.9744,40.7038,6885,50,66,Lat50Lon66,0
2897,statan Island,-74.1886,40.645,-74.1844,40.6408,1800,35,16,Lat35Lon16,0
2894,statan Island,-74.1886,40.6408,-74.1844,40.6366,1801,34,16,Lat34Lon16,0
2900,statan Island,-74.1886,40.6366,-74.1844,40.6324,1802,33,16,Lat33Lon16,0
2899,statan Island,-74.1886,40.6324,-74.1844,40.6282,1803,32,16,Lat32Lon16,9
2903,statan Island,-74.1886,40.6282,-74.1844,40.624,1804,31,16,Lat31Lon16,0
2901,statan Island,-74.1886,40.624,-74.1844,40.6198,1805,30,16,Lat30Lon16,0
2906,statan Island,-74.1886,40.6198,-74.1844,40.6156,1806,29,16,Lat29Lon16,0
2904,statan Island,-74.1886,40.6156,-74.1844,40.6114,1807,28,16,Lat28Lon16,0
2938,statan Island,-74.1886,40.6114,-74.1844,40.6072,1808,27,16,Lat27Lon16,0
2936,statan Island,-74.1886,40.6072,-74.1844,40.603,1809,26,16,Lat26Lon16,0
2940,statan Island,-74.1886,40.603,-74.1844,40.5988,1810,25,16,Lat25Lon16,0
2939,statan Island,-74.1886,40.5988,-74.1844,40.5946,1811,24,16,Lat24Lon16,0
2942,statan Island,-74.1886,40.5946,-74.1844,40.5904,1812,23,16,Lat23Lon16,1
2941,statan Island,-74.1886,40.5904,-74.1844,40.5862,1813,22,16,Lat22Lon16,0
2944,statan Island,-74.1886,40.5862,-74.1844,40.582,1814,21,16,Lat21Lon16,0
2943,statan Island,-74.1886,40.582,-74.1844,40.5778,1815,20,16,Lat20Lon16,0
2923,statan Island,-74.1886,40.5778,-74.1844,40.5736,1816,19,16,Lat19Lon16,0
