fid,name,left,top,right,bottom,id,Lat Grid,Lon Grid,Grid,Event Count
2142,Manhattan,-73.9996,40.708,-73.9954,40.7038,6375,50,61,Lat50Lon61,75
2133,Manhattan,-73.9996,40.7038,-73.9954,40.6996,6376,49,61,Lat49Lon61,202.5
2132,Manhattan,-73.9996,40.6996,-73.9954,40.6954,6377,48,61,Lat48Lon61,43
5206,Brooklyn,-73.9996,40.6954,-73.9954,40.6912,6378,47,61,Lat47Lon61,211
5203,Brooklyn,-73.9996,40.6912,-73.9954,40.687,6379,46,61,Lat46Lon61,224
5210,Brooklyn,-73.9996,40.687,-73.9954,40.6828,6380,45,61,Lat45Lon61,126
5208,Brooklyn,-73.9996,40.6828,-73.9954,40.6786,6381,44,61,Lat44Lon61,190
5213,Brooklyn,-73.9996,40.6786,-73.9954,40.6744,6382,43,61,Lat43Lon61,120
5212,Brooklyn,-73.9996,40.6744,-73.9954,40.6702,6383,42,61,Lat42Lon61,56
5235,Brooklyn,-73.9996,40.6702,-73.9954,40.666,6384,41,61,Lat41Lon61,47
5233,Brooklyn,-73.9996,40.666,-73.9954,40.6618,6385,40,61,Lat40Lon61,92
5239,Brooklyn,-73.9996,40.6618,-73.9954,40.6576,6386,39,61,Lat39Lon61,104
5237,Brooklyn,-73.9996,40.6576,-73.9954,40.6534,6387,38,61,Lat38Lon61,22
5241,Brooklyn,-73.9996,40.6534,-73.9954,40.6492,6388,37,61,Lat37Lon61,0
5240,Brooklyn,-73.9996,40.6492,-73.9954,40.645,6389,36,61,Lat36Lon61,127
5243,Brooklyn,-73.9996,40.645,-73.9954,40.6408,6390,35,61,Lat35Lon61,141
5242,Brooklyn,-73.9996,40.6408,-73.9954,40.6366,6391,34,61,Lat34Lon61,224
5221,Brooklyn,-73.9996,40.6366,-73.9954,40.6324,6392,33,61,Lat33Lon61,96
5219,Brooklyn,-73.9996,40.6324,-73.9954,40.6282,6393,32,61,Lat32Lon61,130
5223,Brooklyn,-73.9996,40.6282,-73.9954,40.624,6394,31,61,Lat31Lon61,108
5222,Brooklyn,-73.9996,40.624,-73.9954,40.6198,6395,30,61,Lat30Lon61,82
5227,Brooklyn,-73.9996,40.6198,-73.9954,40.6156,6396,29,61,Lat29Lon61,114
5225,Brooklyn,-73.9996,40.6156,-73.9954,40.6114,6397,28,61,Lat28Lon61,116
5231,Brooklyn,-73.9996,40.6114,-73.9954,40.6072,6398,27,61,Lat27Lon61,156
5230,Brooklyn,-73.9996,40.6072,-73.9954,40.603,6399,26,61,Lat26Lon61,228
4955,Brooklyn,-73.9996,40.603,-73.9954,40.5988,6400,25,61,Lat25Lon61,203
4954,Brooklyn,-73.9996,40.5988,-73.9954,40.5946,6401,24,61,Lat24Lon61,321
4957,Brooklyn,-73.9996,40.5946,-73.9954,40.5904,6402,23,61,Lat23Lon61,124
4956,Brooklyn,-73.9996,40.5904,-73.9954,40.5862,6403,22,61,Lat22Lon61,0
4959,Brooklyn,-73.9996,40.5862,-73.9954,40.582,6404,21,61,Lat21Lon61,0
4958,Brooklyn,-73.9996,40.582,-73.9954,40.5778,6405,20,61,Lat20Lon61,82
4961,Brooklyn,-73.9996,40.5778,-73.9954,40.5736,6406,19,61,Lat19Lon61,436
4960,Brooklyn,-73.9996,40.5736,-73.9954,40.5694,6407,18,61,Lat18Lon61,310
2483,Manhattan,-73.9954,40.792,-73.9912,40.7878,6457,70,62,Lat70Lon62,0
2489,Manhattan,-73.9954,40.7878,-73.9912,40.7836,6458,69,62,Lat69Lon62,0
2487,Manhattan,-73.9954,40.7836,-73.9912,40.7794,6459,68,62,Lat68Lon62,0
2493,Manhattan,-73.9954,40.7794,-73.9912,40.7752,6460,67,62,Lat67Lon62,10
2491,Manhattan,-73.9954,40.7752,-73.9912,40.771,6461,66,62,Lat66Lon62,92
2497,Manhattan,-73.9954,40.771,-73.9912,40.7668,6462,65,62,Lat65Lon62,315
2495,Manhattan,-73.9954,40.7668,-73.9912,40.7626,6463,64,62,Lat64Lon62,443
2507,Manhattan,-73.9954,40.7626,-73.9912,40.7584,6464,63,62,Lat63Lon62,1000
2506,Manhattan,-73.9954,40.7584,-73.9912,40.7542,6465,62,62,Lat62Lon62,1132
2509,Manhattan,-73.9954,40.7542,-73.9912,40.75,6466,61,62,Lat61Lon62,1167
2508,Manhattan,-73.9954,40.75,-73.9912,40.7458,6467,60,62,Lat60Lon62,1084
2511,Manhattan,-73.9954,40.7458,-73.9912,40.7416,6468,59,62,Lat59Lon62,1012
2510,Manhattan,-73.9954,40.7416,-73.9912,40.7374,6469,58,62,Lat58Lon62,541
2513,Manhattan,-73.9954,40.7374,-73.9912,40.7332,6470,57,62,Lat57Lon62,868
2512,Manhattan,-73.9954,40.7332,-73.9912,40.729,6471,56,62,Lat56Lon62,479
2500,Manhattan,-73.9954,40.729,-73.9912,40.7248,6472,55,62,Lat55Lon62,839
2499,Manhattan,-73.9954,40.7248,-73.9912,40.7206,6473,54,62,Lat54Lon62,802
2502,Manhattan,-73.9954,40.7206,-73.9912,40.7164,6474,53,62,Lat53Lon62,689
2501,Manhattan,-73.9954,40.7164,-73.9912,40.7122,6475,52,62,Lat52Lon62,627
2504,Manhattan,-73.9954,40.7122,-73.9912,40.708,6476,51,62,Lat51Lon62,175
2503,Manhattan,-73.9954,40.708,-73.9912,40.7038,6477,50,62,Lat50Lon62,0
2505,Manhattan,-73.9954,40.7038,-73.9912,40.6996,6478,49,62,Lat49Lon62,92.5
4971,Brooklyn,-73.9954,40.6996,-73.9912,40.6954,6479,48,62,Lat48Lon62,246
4996,Brooklyn,-73.9954,40.6954,-73.9912,40.6912,6480,47,62,Lat47Lon62,343
4994,Brooklyn,-73.9954,40.6912,-73.9912,40.687,6481,46,62,Lat46Lon62,265
5000,Brooklyn,-73.9954,40.687,-73.9912,40.6828,6482,45,62,Lat45Lon62,221
4998,Brooklyn,-73.9954,40.6828,-73.9912,40.6786,6483,44,62,Lat44Lon62,159
5002,Brooklyn,-73.9954,40.6786,-73.9912,40.6744,6484,43,62,Lat43Lon62,36
5001,Brooklyn,-73.9954,40.6744,-73.9912,40.6702,6485,42,62,Lat42Lon62,116
5004,Brooklyn,-73.9954,40.6702,-73.9912,40.666,6486,41,62,Lat41Lon62,152
5003,Brooklyn,-73.9954,40.666,-73.9912,40.6618,6487,40,62,Lat40Lon62,133
4982,Brooklyn,-73.9954,40.6618,-73.9912,40.6576,6488,39,62,Lat39Lon62,87
4980,Brooklyn,-73.9954,40.6576,-73.9912,40.6534,6489,38,62,Lat38Lon62,0
4984,Brooklyn,-73.9954,40.6534,-73.9912,40.6492,6490,37,62,Lat37Lon62,0
4983,Brooklyn,-73.9954,40.6492,-73.9912,40.645,6491,36,62,Lat36Lon62,68
4988,Brooklyn,-73.9954,40.645,-73.9912,40.6408,6492,35,62,Lat35Lon62,189
4986,Brooklyn,-73.9954,40.6408,-73.9912,40.6366,6493,34,62,Lat34Lon62,199
4992,Brooklyn,-73.9954,40.6366,-73.9912,40.6324,6494,33,62,Lat33Lon62,213
4990,Brooklyn,-73.9954,40.6324,-73.9912,40.6282,6495,32,62,Lat32Lon62,171
5012,Brooklyn,-73.9954,40.6282,-73.9912,40.624,6496,31,62,Lat31Lon62,64
5011,Brooklyn,-73.9954,40.624,-73.9912,40.6198,6497,30,62,Lat30Lon62,101
5014,Brooklyn,-73.9954,40.6198,-73.9912,40.6156,6498,29,62,Lat29Lon62,120
5013,Brooklyn,-73.9954,40.6156,-73.9912,40.6114,6499,28,62,Lat28Lon62,92
5016,Brooklyn,-73.9954,40.6114,-73.9912,40.6072,6500,27,62,Lat27Lon62,135
5015,Brooklyn,-73.9954,40.6072,-73.9912,40.603,6501,26,62,Lat26Lon62,130
5018,Brooklyn,-73.9954,40.603,-73.9912,40.5988,6502,25,62,Lat25Lon62,209
5017,Brooklyn,-73.9954,40.5988,-73.9912,40.5946,6503,24,62,Lat24Lon62,68
5006,Brooklyn,-73.9954,40.5946,-73.9912,40.5904,6504,23,62,Lat23Lon62,84
5005,Brooklyn,-73.9954,40.5904,-73.9912,40.5862,6505,22,62,Lat22Lon62,33
5008,Brooklyn,-73.9954,40.5862,-73.9912,40.582,6506,21,62,Lat21Lon62,0
5007,Brooklyn,-73.9954,40.582,-73.9912,40.5778,6507,20,62,Lat20Lon62,55
5010,Brooklyn,-73.9954,40.5778,-73.9912,40.5736,6508,19,62,Lat19Lon62,153
5009,Brooklyn,-73.9954,40.5736,-73.9912,40.5694,6509,18,62,Lat18Lon62,379
2538,Manhattan,-73.9912,40.7962,-73.987,40.792,6558,71,63,Lat71Lon63,0
2536,Manhattan,-73.9912,40.792,-73.987,40.7878,6559,70,63,Lat70Lon63,0
2553,Manhattan,-73.9912,40.7878,-73.987,40.7836,6560,69,63,Lat69Lon63,0
2552,Manhattan,-73.9912,40.7836,-73.987,40.7794,6561,68,63,Lat68Lon63,0
2555,Manhattan,-73.9912,40.7794,-73.987,40.7752,6562,67,63,Lat67Lon63,188
2554,Manhattan,-73.9912,40.7752,-73.987,40.771,6563,66,63,Lat66Lon63,387
2557,Manhattan,-73.9912,40.771,-73.987,40.7668,6564,65,63,Lat65Lon63,672
2556,Manhattan,-73.9912,40.7668,-73.987,40.7626,6565,64,63,Lat64Lon63,528
2559,Manhattan,-73.9912,40.7626,-73.987,40.7584,6566,63,63,Lat63Lon63,897
2558,Manhattan,-73.9912,40.7584,-73.987,40.7542,6567,62,63,Lat62Lon63,1294
2542,Manhattan,-73.9912,40.7542,-73.987,40.75,6568,61,63,Lat61Lon63,1526
2540,Manhattan,-73.9912,40.75,-73.987,40.7458,6569,60,63,Lat60Lon63,979
2546,Manhattan,-73.9912,40.7458,-73.987,40.7416,6570,59,63,Lat59Lon63,797
2544,Manhattan,-73.9912,40.7416,-73.987,40.7374,6571,58,63,Lat58Lon63,668
2549,Manhattan,-73.9912,40.7374,-73.987,40.7332,6572,57,63,Lat57Lon63,1796
2548,Manhattan,-73.9912,40.7332,-73.987,40.729,6573,56,63,Lat56Lon63,684
2551,Manhattan,-73.9912,40.729,-73.987,40.7248,6574,55,63,Lat55Lon63,575
2550,Manhattan,-73.9912,40.7248,-73.987,40.7206,6575,54,63,Lat54Lon63,948
2561,Manhattan,-73.9912,40.7206,-73.987,40.7164,6576,53,63,Lat53Lon63,952
2560,Manhattan,-73.9912,40.7164,-73.987,40.7122,6577,52,63,Lat52Lon63,472
2563,Manhattan,-73.9912,40.7122,-73.987,40.708,6578,51,63,Lat51Lon63,426
2562,Manhattan,-73.9912,40.708,-73.987,40.7038,6579,50,63,Lat50Lon63,31
5048,Brooklyn,-73.9912,40.7038,-73.987,40.6996,6580,49,63,Lat49Lon63,170
5047,Brooklyn,-73.9912,40.6996,-73.987,40.6954,6581,48,63,Lat48Lon63,192
5050,Brooklyn,-73.9912,40.6954,-73.987,40.6912,6582,47,63,Lat47Lon63,959
5049,Brooklyn,-73.9912,40.6912,-73.987,40.687,6583,46,63,Lat46Lon63,611
5029,Brooklyn,-73.9912,40.687,-73.987,40.6828,6584,45,63,Lat45Lon63,387
5027,Brooklyn,-73.9912,40.6828,-73.987,40.6786,6585,44,63,Lat44Lon63,264
5033,Brooklyn,-73.9912,40.6786,-73.987,40.6744,6586,43,63,Lat43Lon63,52
5031,Brooklyn,-73.9912,40.6744,-73.987,40.6702,6587,42,63,Lat42Lon63,217
5037,Brooklyn,-73.9912,40.6702,-73.987,40.666,6588,41,63,Lat41Lon63,210
5035,Brooklyn,-73.9912,40.666,-73.987,40.6618,6589,40,63,Lat40Lon63,157
5041,Brooklyn,-73.9912,40.6618,-73.987,40.6576,6590,39,63,Lat39Lon63,111
5039,Brooklyn,-73.9912,40.6576,-73.987,40.6534,6591,38,63,Lat38Lon63,7
5064,Brooklyn,-73.9912,40.6534,-73.987,40.6492,6592,37,63,Lat37Lon63,0
5063,Brooklyn,-73.9912,40.6492,-73.987,40.645,6593,36,63,Lat36Lon63,0
5066,Brooklyn,-73.9912,40.645,-73.987,40.6408,6594,35,63,Lat35Lon63,197
5065,Brooklyn,-73.9912,40.6408,-73.987,40.6366,6595,34,63,Lat34Lon63,141
5068,Brooklyn,-73.9912,40.6366,-73.987,40.6324,6596,33,63,Lat33Lon63,134
5067,Brooklyn,-73.9912,40.6324,-73.987,40.6282,6597,32,63,Lat32Lon63,122
5070,Brooklyn,-73.9912,40.6282,-73.987,40.624,6598,31,63,Lat31Lon63,55
5069,Brooklyn,-73.9912,40.624,-73.987,40.6198,6599,30,63,Lat30Lon63,58
5052,Brooklyn,-73.9912,40.6198,-73.987,40.6156,6600,29,63,Lat29Lon63,165
5051,Brooklyn,-73.9912,40.6156,-73.987,40.6114,6601,28,63,Lat28Lon63,100
5055,Brooklyn,-73.9912,40.6114,-73.987,40.6072,6602,27,63,Lat27Lon63,81
5053,Brooklyn,-73.9912,40.6072,-73.987,40.603,6603,26,63,Lat26Lon63,133
5059,Brooklyn,-73.9912,40.603,-73.987,40.5988,6604,25,63,Lat25Lon63,130
5057,Brooklyn,-73.9912,40.5988,-73.987,40.5946,6605,24,63,Lat24Lon63,126
5062,Brooklyn,-73.9912,40.5946,-73.987,40.5904,6606,23,63,Lat23Lon63,93
5061,Brooklyn,-73.9912,40.5904,-73.987,40.5862,6607,22,63,Lat22Lon63,125
5072,Brooklyn,-73.9912,40.5862,-73.987,40.582,6608,21,63,Lat21Lon63,46
5071,Brooklyn,-73.9912,40.582,-73.987,40.5778,6609,20,63,Lat20Lon63,144
5074,Brooklyn,-73.9912,40.5778,-73.987,40.5736,6610,19,63,Lat19Lon63,520
5073,Brooklyn,-73.9912,40.5736,-73.987,40.5694,6611,18,63,Lat18Lon63,119
2313,Manhattan,-73.987,40.8004,-73.9828,40.7962,6659,72,64,Lat72Lon64,0
2315,Manhattan,-73.987,40.7962,-73.9828,40.792,6660,71,64,Lat71Lon64,0
2314,Manhattan,-73.987,40.792,-73.9828,40.7878,6661,70,64,Lat70Lon64,0
2317,Manhattan,-73.987,40.7878,-73.9828,40.7836,6662,69,64,Lat69Lon64,113
2316,Manhattan,-73.987,40.7836,-73.9828,40.7794,6663,68,64,Lat68Lon64,233
2299,Manhattan,-73.987,40.7794,-73.9828,40.7752,6664,67,64,Lat67Lon64,322
2297,Manhattan,-73.987,40.7752,-73.9828,40.771,6665,66,64,Lat66Lon64,642
2303,Manhattan,-73.987,40.771,-73.9828,40.7668,6666,65,64,Lat65Lon64,399
2301,Manhattan,-73.987,40.7668,-73.9828,40.7626,6667,64,64,Lat64Lon64,813
2307,Manhattan,-73.987,40.7626,-73.9828,40.7584,6668,63,64,Lat63Lon64,1049
2305,Manhattan,-73.987,40.7584,-73.9828,40.7542,6669,62,64,Lat62Lon64,1747
2311,Manhattan,-73.987,40.7542,-73.9828,40.75,6670,61,64,Lat61Lon64,428
2309,Manhattan,-73.987,40.75,-73.9828,40.7458,6671,60,64,Lat60Lon64,1061
2321,Manhattan,-73.987,40.7458,-73.9828,40.7416,6672,59,64,Lat59Lon64,651
2320,Manhattan,-73.987,40.7416,-73.9828,40.7374,6673,58,64,Lat58Lon64,651
2323,Manhattan,-73.987,40.7374,-73.9828,40.7332,6674,57,64,Lat57Lon64,414
2322,Manhattan,-73.987,40.7332,-73.9828,40.729,6675,56,64,Lat56Lon64,511
2325,Manhattan,-73.987,40.729,-73.9828,40.7248,6676,55,64,Lat55Lon64,754
2324,Manhattan,-73.987,40.7248,-73.9828,40.7206,6677,54,64,Lat54Lon64,614
2327,Manhattan,-73.987,40.7206,-73.9828,40.7164,6678,53,64,Lat53Lon64,427
2326,Manhattan,-73.987,40.7164,-73.9828,40.7122,6679,52,64,Lat52Lon64,550
2319,Manhattan,-73.987,40.7122,-73.9828,40.708,6680,51,64,Lat51Lon64,246
2318,Manhattan,-73.987,40.708,-73.9828,40.7038,6681,50,64,Lat50Lon64,9
5364,Brooklyn,-73.987,40.7038,-73.9828,40.6996,6682,49,64,Lat49Lon64,431
5362,Brooklyn,-73.987,40.6996,-73.9828,40.6954,6683,48,64,Lat48Lon64,539
5366,Brooklyn,-73.987,40.6954,-73.9828,40.6912,6684,47,64,Lat47Lon64,520
5365,Brooklyn,-73.987,40.6912,-73.9828,40.687,6685,46,64,Lat46Lon64,545
5368,Brooklyn,-73.987,40.687,-73.9828,40.6828,6686,45,64,Lat45Lon64,299
5367,Brooklyn,-73.987,40.6828,-73.9828,40.6786,6687,44,64,Lat44Lon64,191
5390,Brooklyn,-73.987,40.6786,-73.9828,40.6744,6688,43,64,Lat43Lon64,163
5388,Brooklyn,-73.987,40.6744,-73.9828,40.6702,6689,42,64,Lat42Lon64,144
5394,Brooklyn,-73.987,40.6702,-73.9828,40.666,6690,41,64,Lat41Lon64,302
5392,Brooklyn,-73.987,40.666,-73.9828,40.6618,6691,40,64,Lat40Lon64,154
5396,Brooklyn,-73.987,40.6618,-73.9828,40.6576,6692,39,64,Lat39Lon64,121
5395,Brooklyn,-73.987,40.6576,-73.9828,40.6534,6693,38,64,Lat38Lon64,17
5398,Brooklyn,-73.987,40.6534,-73.9828,40.6492,6694,37,64,Lat37Lon64,0
5397,Brooklyn,-73.987,40.6492,-73.9828,40.645,6695,36,64,Lat36Lon64,30
5376,Brooklyn,-73.987,40.645,-73.9828,40.6408,6696,35,64,Lat35Lon64,79
5375,Brooklyn,-73.987,40.6408,-73.9828,40.6366,6697,34,64,Lat34Lon64,162
5378,Brooklyn,-73.987,40.6366,-73.9828,40.6324,6698,33,64,Lat33Lon64,110
5377,Brooklyn,-73.987,40.6324,-73.9828,40.6282,6699,32,64,Lat32Lon64,74
5382,Brooklyn,-73.987,40.6282,-73.9828,40.624,6700,31,64,Lat31Lon64,74
5381,Brooklyn,-73.987,40.624,-73.9828,40.6198,6701,30,64,Lat30Lon64,80
5387,Brooklyn,-73.987,40.6198,-73.9828,40.6156,6702,29,64,Lat29Lon64,92
5385,Brooklyn,-73.987,40.6156,-73.9828,40.6114,6703,28,64,Lat28Lon64,134
5402,Brooklyn,-73.987,40.6114,-73.9828,40.6072,6704,27,64,Lat27Lon64,192
5401,Brooklyn,-73.987,40.6072,-73.9828,40.603,6705,26,64,Lat26Lon64,77
5404,Brooklyn,-73.987,40.603,-73.9828,40.5988,6706,25,64,Lat25Lon64,71
5403,Brooklyn,-73.987,40.5988,-73.9828,40.5946,6707,24,64,Lat24Lon64,98
5406,Brooklyn,-73.987,40.5946,-73.9828,40.5904,6708,23,64,Lat23Lon64,193
5405,Brooklyn,-73.987,40.5904,-73.9828,40.5862,6709,22,64,Lat22Lon64,76
5408,Brooklyn,-73.987,40.5862,-73.9828,40.582,6710,21,64,Lat21Lon64,109
5407,Brooklyn,-73.987,40.582,-73.9828,40.5778,6711,20,64,Lat20Lon64,102
5400,Brooklyn,-73.987,40.5778,-73.9828,40.5736,6712,19,64,Lat19Lon64,151
5399,Brooklyn,-73.987,40.5736,-73.9828,40.5694,6713,18,64,Lat18Lon64,2
2365,Manhattan,-73.9828,40.8088,-73.9786,40.8046,6759,74,65,Lat74Lon65,0
2351,Manhattan,-73.9828,40.8046,-73.9786,40.8004,6760,73,65,Lat73Lon65,0
2349,Manhattan,-73.9828,40.8004,-73.9786,40.7962,6761,72,65,Lat72Lon65,0
2355,Manhattan,-73.9828,40.7962,-73.9786,40.792,6762,71,65,Lat71Lon65,0
2353,Manhattan,-73.9828,40.792,-73.9786,40.7878,6763,70,65,Lat70Lon65,277
2359,Manhattan,-73.9828,40.7878,-73.9786,40.7836,6764,69,65,Lat69Lon65,216
2357,Manhattan,-73.9828,40.7836,-73.9786,40.7794,6765,68,65,Lat68Lon65,410
2363,Manhattan,-73.9828,40.7794,-73.9786,40.7752,6766,67,65,Lat67Lon65,876
2361,Manhattan,-73.9828,40.7752,-73.9786,40.771,6767,66,65,Lat66Lon65,505
2375,Manhattan,-73.9828,40.771,-73.9786,40.7668,6768,65,65,Lat65Lon65,529
2374,Manhattan,-73.9828,40.7668,-73.9786,40.7626,6769,64,65,Lat64Lon65,882
2377,Manhattan,-73.9828,40.7626,-73.9786,40.7584,6770,63,65,Lat63Lon65,861
2376,Manhattan,-73.9828,40.7584,-73.9786,40.7542,6771,62,65,Lat62Lon65,520
2380,Manhattan,-73.9828,40.7542,-73.9786,40.75,6772,61,65,Lat61Lon65,879
2379,Manhattan,-73.9828,40.75,-73.9786,40.7458,6773,60,65,Lat60Lon65,582
2384,Manhattan,-73.9828,40.7458,-73.9786,40.7416,6774,59,65,Lat59Lon65,775
2382,Manhattan,-73.9828,40.7416,-73.9786,40.7374,6775,58,65,Lat58Lon65,826
2367,Manhattan,-73.9828,40.7374,-73.9786,40.7332,6776,57,65,Lat57Lon65,438
2366,Manhattan,-73.9828,40.7332,-73.9786,40.729,6777,56,65,Lat56Lon65,930
2369,Manhattan,-73.9828,40.729,-73.9786,40.7248,6778,55,65,Lat55Lon65,488
2368,Manhattan,-73.9828,40.7248,-73.9786,40.7206,6779,54,65,Lat54Lon65,738
2371,Manhattan,-73.9828,40.7206,-73.9786,40.7164,6780,53,65,Lat53Lon65,828
2370,Manhattan,-73.9828,40.7164,-73.9786,40.7122,6781,52,65,Lat52Lon65,402
2373,Manhattan,-73.9828,40.7122,-73.9786,40.708,6782,51,65,Lat51Lon65,139
2372,Manhattan,-73.9828,40.708,-73.9786,40.7038,6783,50,65,Lat50Lon65,5.5
5437,Brooklyn,-73.9828,40.7038,-73.9786,40.6996,6784,49,65,Lat49Lon65,216
5435,Brooklyn,-73.9828,40.6996,-73.9786,40.6954,6785,48,65,Lat48Lon65,247
5441,Brooklyn,-73.9828,40.6954,-73.9786,40.6912,6786,47,65,Lat47Lon65,330
5439,Brooklyn,-73.9828,40.6912,-73.9786,40.687,6787,46,65,Lat46Lon65,660
5443,Brooklyn,-73.9828,40.687,-73.9786,40.6828,6788,45,65,Lat45Lon65,587
5442,Brooklyn,-73.9828,40.6828,-73.9786,40.6786,6789,44,65,Lat44Lon65,144
5445,Brooklyn,-73.9828,40.6786,-73.9786,40.6744,6790,43,65,Lat43Lon65,265
5444,Brooklyn,-73.9828,40.6744,-73.9786,40.6702,6791,42,65,Lat42Lon65,151
5421,Brooklyn,-73.9828,40.6702,-73.9786,40.666,6792,41,65,Lat41Lon65,251
5419,Brooklyn,-73.9828,40.666,-73.9786,40.6618,6793,40,65,Lat40Lon65,236
5425,Brooklyn,-73.9828,40.6618,-73.9786,40.6576,6794,39,65,Lat39Lon65,220
5423,Brooklyn,-73.9828,40.6576,-73.9786,40.6534,6795,38,65,Lat38Lon65,43
5429,Brooklyn,-73.9828,40.6534,-73.9786,40.6492,6796,37,65,Lat37Lon65,39
5427,Brooklyn,-73.9828,40.6492,-73.9786,40.645,6797,36,65,Lat36Lon65,122
5433,Brooklyn,-73.9828,40.645,-73.9786,40.6408,6798,35,65,Lat35Lon65,182
5431,Brooklyn,-73.9828,40.6408,-73.9786,40.6366,6799,34,65,Lat34Lon65,98
5455,Brooklyn,-73.9828,40.6366,-73.9786,40.6324,6800,33,65,Lat33Lon65,89
5454,Brooklyn,-73.9828,40.6324,-73.9786,40.6282,6801,32,65,Lat32Lon65,109
5457,Brooklyn,-73.9828,40.6282,-73.9786,40.624,6802,31,65,Lat31Lon65,94
5456,Brooklyn,-73.9828,40.624,-73.9786,40.6198,6803,30,65,Lat30Lon65,58
5459,Brooklyn,-73.9828,40.6198,-73.9786,40.6156,6804,29,65,Lat29Lon65,110
5458,Brooklyn,-73.9828,40.6156,-73.9786,40.6114,6805,28,65,Lat28Lon65,283
5461,Brooklyn,-73.9828,40.6114,-73.9786,40.6072,6806,27,65,Lat27Lon65,134
5460,Brooklyn,-73.9828,40.6072,-73.9786,40.603,6807,26,65,Lat26Lon65,116
5447,Brooklyn,-73.9828,40.603,-73.9786,40.5988,6808,25,65,Lat25Lon65,39
5446,Brooklyn,-73.9828,40.5988,-73.9786,40.5946,6809,24,65,Lat24Lon65,121
5449,Brooklyn,-73.9828,40.5946,-73.9786,40.5904,6810,23,65,Lat23Lon65,407
5448,Brooklyn,-73.9828,40.5904,-73.9786,40.5862,6811,22,65,Lat22Lon65,26
5451,Brooklyn,-73.9828,40.5862,-73.9786,40.582,6812,21,65,Lat21Lon65,2
5450,Brooklyn,-73.9828,40.582,-73.9786,40.5778,6813,20,65,Lat20Lon65,32
5453,Brooklyn,-73.9828,40.5778,-73.9786,40.5736,6814,19,65,Lat19Lon65,374
5452,Brooklyn,-73.9828,40.5736,-73.9786,40.5694,6815,18,65,Lat18Lon65,46
2415,Manhattan,-73.9786,40.813,-73.9744,40.8088,6860,75,66,Lat75Lon66,0
2413,Manhattan,-73.9786,40.8088,-73.9744,40.8046,6861,74,66,Lat74Lon66,0
2419,Manhattan,-73.9786,40.8046,-73.9744,40.8004,6862,73,66,Lat73Lon66,0
2417,Manhattan,-73.9786,40.8004,-73.9744,40.7962,6863,72,66,Lat72Lon66,0
2433,Manhattan,-73.9786,40.7962,-73.9744,40.792,6864,71,66,Lat71Lon66,253
2432,Manhattan,-73.9786,40.792,-73.9744,40.7878,6865,70,66,Lat70Lon66,626
2435,Manhattan,-73.9786,40.7878,-73.9744,40.7836,6866,69,66,Lat69Lon66,406
2434,Manhattan,-73.9786,40.7836,-73.9744,40.7794,6867,68,66,Lat68Lon66,292
2437,Manhattan,-73.9786,40.7794,-73.9744,40.7752,6868,67,66,Lat67Lon66,330
2436,Manhattan,-73.9786,40.7752,-73.9744,40.771,6869,66,66,Lat66Lon66,123
2439,Manhattan,-73.9786,40.771,-73.9744,40.7668,6870,65,66,Lat65Lon66,0
2438,Manhattan,-73.9786,40.7668,-73.9744,40.7626,6871,64,66,Lat64Lon66,662
2423,Manhattan,-73.9786,40.7626,-73.9744,40.7584,6872,63,66,Lat63Lon66,560
2421,Manhattan,-73.9786,40.7584,-73.9744,40.7542,6873,62,66,Lat62Lon66,493
2426,Manhattan,-73.9786,40.7542,-73.9744,40.75,6874,61,66,Lat61Lon66,938
2425,Manhattan,-73.9786,40.75,-73.9744,40.7458,6875,60,66,Lat60Lon66,704
2429,Manhattan,-73.9786,40.7458,-73.9744,40.7416,6876,59,66,Lat59Lon66,541
2428,Manhattan,-73.9786,40.7416,-73.9744,40.7374,6877,58,66,Lat58Lon66,853
2431,Manhattan,-73.9786,40.7374,-73.9744,40.7332,6878,57,66,Lat57Lon66,283
2430,Manhattan,-73.9786,40.7332,-73.9744,40.729,6879,56,66,Lat56Lon66,235
2443,Manhattan,-73.9786,40.729,-73.9744,40.7248,6880,55,66,Lat55Lon66,611
2441,Manhattan,-73.9786,40.7248,-73.9744,40.7206,6881,54,66,Lat54Lon66,1113
2446,Manhattan,-73.9786,40.7206,-73.9744,40.7164,6882,53,66,Lat53Lon66,261
2444,Manhattan,-73.9786,40.7164,-73.9744,40.7122,6883,52,66,Lat52Lon66,477
2450,Manhattan,-73.9786,40.7122,-73.9744,40.708,6884,51,66,Lat51Lon66,0
2448,Manhattan,-73.9786,40.708,-73.9744,40.7038,6885,50,66,Lat50Lon66,0
5487,Brooklyn,-73.9786,40.7038,-73.9744,40.6996,6886,49,66,Lat49Lon66,0
5486,Brooklyn,-73.9786,40.6996,-73.9744,40.6954,6887,48,66,Lat48Lon66,354
5469,Brooklyn,-73.9786,40.6954,-73.9744,40.6912,6888,47,66,Lat47Lon66,469
5467,Brooklyn,-73.9786,40.6912,-73.9744,40.687,6889,46,66,Lat46Lon66,298
5473,Brooklyn,-73.9786,40.687,-73.9744,40.6828,6890,45,66,Lat45Lon66,664
5471,Brooklyn,-73.9786,40.6828,-73.9744,40.6786,6891,44,66,Lat44Lon66,242
5475,Brooklyn,-73.9786,40.6786,-73.9744,40.6744,6892,43,66,Lat43Lon66,154
